시도,시군구,시설명,주소,전화번호,팩스번호,홈페이지 주소,주차대수,공-사설 구분,허가면적,묘역면적,총매장능력,식당,매점,주차장,유족대기실,장애인편의시설
경상남도,의령군,(재)동산공원묘원 묘지,경상남도 의령군 부림면 함의로 2180-269 (경산리),055-574-8181,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
경상남도,양산시,(재)석계공원묘원,"경상남도 양산시 상북면 오룡길 148-45 (외석리, 석계공원묘지)",055-374-8436,,www.skpark.co.kr,500,사설,2836118,2826118,43866,미설치,설치,설치,설치,미설치
경상남도,고성군,(재)이화공원묘원,경상남도 고성군 상리면 장치로 220-107 (자은리),055-674-0909,,,0,사설,217301,204860,13330,설치,미설치,설치,미설치,미설치
경상남도,거창군,가북공설공원묘지,경상남도 거창군 가북면 용암리 산125,055-940-3892,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,4165,4165,4,미설치,미설치,미설치,미설치,미설치
경상남도,거창군,가조공설공원묘지,경상남도 거창군 가조면 일부리 산5,055-940-3892,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,13107,13107,3540,미설치,미설치,미설치,미설치,미설치
경상남도,거창군,거창공설공원묘지,경상남도 거창군 거창읍 가지리 산170,055-942-6836,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,3387,3387,115,미설치,미설치,미설치,미설치,미설치
경상남도,거창군,고제공설공원묘지,경상남도 거창군 고제면 봉산리 1314,055-940-3892,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,251188,251188,6284,미설치,미설치,미설치,미설치,미설치
경상남도,김해시,김해공원묘원,"경상남도 김해시 생림대로 93-103 (삼계동, 김해공원묘원)",055-331-0823,,,500,사설,190889,188063,20319,설치,설치,설치,미설치,미설치
경상남도,김해시,김해하늘공원(묘지),경상남도 김해시 생림면 생림대로928번길 10-91 (봉림리),055-335-9716,055-326-9716,www.gimhaeskypark.com,300,사설,142111,95339,8500,미설치,설치,설치,미설치,미설치
경상남도,거창군,남상공설공원묘지,경상남도 거창군 남상면 무촌리 산253,055-940-3892,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,13385,13385,110,미설치,미설치,미설치,미설치,미설치
경상남도,남해군,남해추모누리 공설종합묘원,"경상남도 남해군 서면 연죽로 46-77 (연죽리, 남해공설종합묘원추모누리)",055-860-3681,,www.namhae.go.kr/welfare/Index.do?c=WL0601020000,100,공설,44786,44786,1455,설치,설치,설치,설치,설치
경상남도,함양군,동대공동묘지,경상남도 함양군 서상면 산145,055-960-4924,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경상남도,거창군,북상공설공원묘지,경상남도 거창군 북상면 월성리 산150,055-940-3892,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,39140,39140,360,미설치,미설치,미설치,미설치,미설치
경상남도,사천시,사천시공설묘지,경상남도 사천시 사천읍 구암리 산15-2,055-831-2652,,,0,공설,58796,58796,4300,미설치,미설치,미설치,미설치,미설치
경상남도,양산시,신불산공원묘원,경상남도 양산시 어실로 604 (어곡동),055-388-4567,055-363-0590,www.shinbulsanpark.co.kr,0,사설,0,0,12903,설치,설치,설치,미설치,미설치
경상남도,김해시,영락공원묘원,경상남도 김해시 주촌면 서부로1637번길 546 (덕암리),055-337-3223,,,0,사설,286515,84245,11000,미설치,미설치,설치,설치,미설치
경상남도,거창군,웅양공설공원묘지,경상남도 거창군 웅양면 죽림리 산108,055-940-3892,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,2381,2381,382,미설치,미설치,설치,미설치,미설치
경상남도,거창군,월평공설공원묘지,경상남도 거창군 남상면 월평리 산201,055-940-3892,,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,4129,4129,313,미설치,미설치,미설치,미설치,미설치
경상남도,의령군,의령군공설묘지,"경상남도 의령군 정곡면 법정로 580-9 (예둔리, 공설묘원)",055-574-0967,,,0,공설,166595,166595,6660,미설치,미설치,설치,미설치,미설치
경상남도,고성군,장기공설공원묘원,경상남도 고성군 동해면 장기리 산209-2,055-670-2372,,,0,공설,10090,10090,15372,미설치,미설치,미설치,미설치,미설치
경상남도,양산시,재단법인 솥발산공원묘원,경상남도 양산시 하북면 삼덕로 288 (답곡리),055-382-7714,,www.sotbalsanpark.modoo.at/,150,사설,399571,320423,23000,설치,설치,설치,미설치,미설치
경상남도,진주시,진주내동공원묘원,"경상남도 진주시 내동면 유수길75번길 8-214 (유수리, 진주내동공동묘원)",055-756-1500,,www.ndpark.co.kr,100,사설,562925,396937,20380,설치,설치,설치,설치,설치
경상남도,창원시마산합포구,창원공원묘원(묘지),경상남도 창원시 마산합포구 진동면 공원묘원로 134 (인곡리),055-271-1700,055-271-3545,www.changwonpark.kr,3800,사설,1553617,645258,34217,미설치,설치,설치,미설치,미설치
경상남도,창원시진해구,천자봉공원묘원,"경상남도 창원시 진해구 진해대로 1426-48 (서중동, 천자봉공원묘원관리사무실)",055-545-8200,,,0,사설,412147,332320,35000,설치,설치,설치,미설치,미설치
경상남도,창원시,천주교 창원공원묘원,경상남도 창원시 진해구 경화동 산1-2,055-547-3552,,,0,사설,3136,3136,694,미설치,미설치,미설치,미설치,미설치
경상남도,양산시,천주교부산교구 하늘공원,"경상남도 양산시 상북면 공원로3길 19 (상삼리, 추모관)",055-374-8733,,hanul.catb.kr,0,사설,105352,69421,6800,미설치,미설치,설치,미설치,미설치
경상남도,거제시,충해공원묘지,경상남도 거제시 연초면 천곡리 산71,055-639-3806,,,40,공설,61436,61436,6500,미설치,미설치,설치,설치,미설치
경상남도,함안군,함안군공설추모공원,"경상남도 함안군 가야읍 봉수로 609 (도항리, 함안군공설추모공원)",055-582-1207,,hamanhaneul.or.kr/,0,공설,50816,16150,6400,설치,미설치,설치,미설치,설치
경상남도,함양군,함양하늘공원(묘지),"경상남도 함양군 지곡면 함양로 2139-2 (마산리, 하늘공원)",055-964-0303,,www.parksky.kr,0,사설,246220,110000,29522,설치,미설치,설치,설치,미설치
경상남도,창원시마산회원구,합성동공설묘지,경상남도 창원시 마산회원구 합성동 산61-4,055-220-3533,,,0,공설,1983,1120,37,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,(재)대한예수교장로회 기독교공동묘원,제주특별자치도 제주시 아라일동 296,064-753-1231,,,0,사설,9620,9620,213,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,구좌읍공설묘지,제주특별자치도 제주시 구좌읍 송당리 54-1,064-728-7723,,,0,공설,397,397,43,미설치,미설치,미설치,미설치,미설치
제주특별자치도,서귀포시,남원읍공설묘지,"제주특별자치도 서귀포시 남원읍 서성로 955-24 (수망리, 공동장례식장)",064-760-4134,,,0,공설,4661,4661,698,미설치,미설치,미설치,미설치,미설치
제주특별자치도,서귀포시,남원읍무연공동묘지,제주특별자치도 서귀포시 남원읍 한남리 산91,064-760-4131,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
제주특별자치도,서귀포시,대정읍공설묘지,제주특별자치도 서귀포시 대정읍 보성리 2135,064-760-4031,,www.jeju.go.kr/wel/sir/sirBurial.htm,0,공설,99500,99500,1450,미설치,미설치,설치,미설치,미설치
제주특별자치도,서귀포시,대정읍무연공동묘지,제주특별자치도 서귀포시 대정읍 동일리 2081-1,064-760-4031,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
제주특별자치도,서귀포시,모슬포 천주교공동묘지,제주특별자치도 서귀포시 대정읍 동일리 1249-4,064-794-2074,,,0,사설,24882,24882,1500,미설치,미설치,설치,미설치,미설치
제주특별자치도,서귀포시,모슬포교회 공동묘지,제주특별자치도 서귀포시 대정읍 동일리 1277,064-794-9427,,,0,사설,234220,234220,30000,미설치,미설치,설치,미설치,미설치
제주특별자치도,서귀포시,상효동공설묘지,제주특별자치도 서귀포시 상효동 1927,064-760-6521,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
제주특별자치도,서귀포시,색달동공설묘지,제주특별자치도 서귀포시 색달동 산2-1,064-760-6522,,,0,공설,147023,109420,10450,설치,설치,설치,설치,미설치
제주특별자치도,제주시,서부공설묘지,제주특별자치도 제주시 연동 1203,064-728-2563,,,0,공설,467671,178883,8944,미설치,미설치,설치,미설치,미설치
제주특별자치도,서귀포시,성산읍공설묘지,제주특별자치도 서귀포시 성산읍 금백조로 548 (수산리),064-760-4234,,www.seogwipo.go.kr/contents/index.php?mid=010203&mcidx=94,0,공설,11900,11900,492,설치,미설치,설치,설치,미설치
제주특별자치도,서귀포시,성산읍무연공동묘지,제주특별자치도 서귀포시 성산읍 신산리 1746,064-760-4231,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,신동아교회묘지,제주특별자치도 제주시 해안동 195,064-799-5272,,,0,사설,17554,17554,520,미설치,미설치,미설치,미설치,미설치
제주특별자치도,서귀포시,안덕면공설묘지,제주특별자치도 서귀포시 안덕면 상창리 1119,064-760-4331,,,0,공설,5653,5653,350,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,애월읍공설묘지,제주특별자치도 제주시 애월읍 광령리 산157,064-728-8831,,,0,공설,18645,18645,556,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,애향묘지,제주특별자치도 제주시 노형동 산18-1,064-728-2563,,,0,공설,22810,22810,2074,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,어승생공설묘지,제주특별자치도 제주시 연동 2488-1,064-728-2563,,,0,공설,184265,101345,5067,미설치,미설치,설치,미설치,미설치
제주특별자치도,제주시,예수장로회 제주교회묘지,제주특별자치도 제주시 구좌읍 세화리 2453-2,064-722-3091,,,0,사설,15868,7920,810,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,우도면공설묘지,제주특별자치도 제주시 우도면 연평리 394,064-728-4331,,,0,공설,152580,15420,939,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,제주향교묘지,제주특별자치도 제주시 동샘길 44-14 (영평동),064-757-2249,,,0,사설,19093,19093,424,미설치,미설치,설치,설치,미설치
제주특별자치도,제주시,조수천주교묘지,제주특별자치도 제주시 한경면 조수리 4041,064-773-2217,,,0,사설,144794,126458,17127,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,조천읍공설묘지,제주특별자치도 제주시 조천읍 선흘리 4116,064-728-7831,,,0,공설,969620,292386,19690,미설치,미설치,미설치,미설치,미설치
제주특별자치도,제주시,조천장로교회묘지,제주특별자치도 제주시 조천읍 와산리 462,064-783-6078,,,0,사설,165000,99000,6689,미설치,미설치,설치,미설치,미설치
제주특별자치도,제주시,천아오름공원묘지,제주특별자치도 제주시 한림읍 광산로 11-50 (상대리),064-796-4044,,,0,사설,24080,24080,450,미설치,미설치,설치,미설치,미설치
제주특별자치도,제주시,천주교제주교구묘지,제주특별자치도 제주시 기와5길 117-22 (화북이동),064-756-5531,,,0,사설,58192,58192,1939,설치,미설치,설치,미설치,미설치
제주특별자치도,서귀포시,표선면공설묘지,제주특별자치도 서귀포시 표선면 서성일로189번길 313 (성읍리),064-760-4431,,,0,공설,28628,28628,2711,설치,미설치,설치,설치,미설치
제주특별자치도,서귀포시,표선면무연공동묘지,제주특별자치도 서귀포시 표선면 토산리 산11,064-760-4431,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
