지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
188,성산,2015-12-28,4.9,3.3,551,7,1157,,,,,,,11.9,290,1519,6.7,290,1053,3.5,3013,290,-2.2,50,1155,60.3,5.2,1029.3,1033.4,2245,1030,1631,1031.5,10,6.8,,,,,,,,,,,4.6,3,,,,,,,,,,,,,,
188,성산,2015-12-29,5.6,2.2,629,8,1311,,,,,,,9.9,340,1445,4.5,340,1202,2.5,2134,290,-1.6,48,1238,60.3,5.4,1029.6,1033.8,752,1030.6,1351,1031.9,10,7.8,,,,,,,,,,,5.3,1.8,,,,,,,,,,,,,,
188,성산,2015-12-30,6.7,3.2,2147,10.7,1324,,,,,,,6.1,110,359,3.6,290,1936,1.9,1635,320,-.2,46,1313,61.6,6,1027.1,1031.1,1,1027.8,1419,1029.3,10,3.8,,,,,,,,,,,6.2,2.5,,,,,,,,,,,,,,
188,성산,2015-12-31,6.9,2.8,2308,9.7,1308,,,,,,.9,10.7,340,1355,6,290,507,2.6,2221,290,1.8,57,1241,70.5,7,1027.9,1033.8,2300,1026.1,501,1030.1,10,5,,,,,,,,,,,6.1,2.7,,,,,,,,,,,,,,
189,서귀포,2015-12-27,8.3,5.1,2359,12.1,1225,,,,,,,8.1,360,626,3.7,20,635,1.4,1236,360,1.4,43,1337,63.1,6.8,1019.9,1029.3,2332,1022.5,29,1025.9,10,5,,,,,,,,,,,6.4,1.7,,,,,,,,,,,,,,
189,서귀포,2015-12-28,6.4,3.5,2308,9,1201,,,,,,,7.4,250,1536,3.3,250,1556,1.4,1210,20,-.2,42,1629,63,6.1,1024.1,1032.5,2304,1028.4,450,1030.2,10,7.8,,,,,,,,,,,6.2,.6,,,,,,,,,,,,,,
189,서귀포,2015-12-29,6.6,3.4,252,10.1,1255,,,,,,,8.9,160,1242,3.9,180,1152,1.5,1333,360,-.4,50,1258,61.1,6,1024.9,1032.6,126,1029.6,1641,1031,10,5.7,,,,,,,,,,,6.7,.9,,,,,,,,,,,,,,
189,서귀포,2015-12-30,7.3,3.6,557,10.9,1404,,,,,,,6.1,230,1731,3.5,230,1511,1.5,1282,360,-.7,43,1148,57.5,5.8,1022.9,1030.7,1009,1027.4,1442,1028.9,10,7.8,,,,,,,,,,,6.8,1.1,,,,,,,,,,,,0,,
189,서귀포,2015-12-31,9,6.6,2038,12.1,1303,,,,,,0,8.6,340,748,3.9,360,756,1.4,1234,290,1,36,1026,58.3,6.6,1023.2,1032.5,2209,1026.3,434,1029.3,10,7.6,,,,,,,,,,,7.9,4.4,,,,,,,,,,,,,,
192,진주,2015-12-27,1.1,-4.7,2359,9.4,1509,,,,,,,5.2,20,1556,2.9,360,1602,.7,589,20,-9.9,11,1428,53.8,3.2,1023.3,1030.8,2306,1023.4,1,1027.1,9.8,8.1,1200,1.85,10.12,,,,,,,,2.7,-9.3,,,,,,,,,,,,,,
192,진주,2015-12-28,-1.1,-7.5,729,5.2,1332,,,,,,,8.7,340,1645,4.8,360,1650,1.6,1371,360,-10.9,25,1500,50.9,2.7,1027.5,1033.3,2344,1029.5,1329,1031.4,9.8,8.6,1200,1.91,11.58,,,,,,,,.9,-10.9,,,,,,,,,,,,,,
192,진주,2015-12-29,-1.1,-7.3,722,8.4,1449,,,,,,,4.5,110,1515,2.7,140,1515,.7,589,160,-10.4,14,1450,54.8,2.8,1028.5,1034.3,713,1030.2,1448,1032.4,9.8,8.6,1100,1.86,12.17,,,,,,,,1.2,-11.3,,,,,,,,,,,,,,
192,진주,2015-12-30,-.2,-7.4,709,8.3,1500,,,,,,,4,250,1602,2.3,230,1611,.6,527,180,-8.5,23,1447,58.6,3.3,1025.8,1032.6,1,1027.3,1537,1029.7,9.8,8.5,1200,1.89,11.61,,,,,,,,1.4,-10.9,,,,,,,,,,,,0,,
192,진주,2015-12-31,2.1,-3.6,2356,9.1,1240,,,,,,0,9,20,1459,4.8,360,1414,1.2,1041,360,-5.8,29,1451,59.1,4,1026.2,1033.7,2257,1027,442,1030,9.8,8.4,1300,1.67,9.93,,,,,,,,2.2,-8.9,,,,,,,,,,,,,,
201,강화,2015-12-27,-7.2,-10.9,2340,-3,1350,,,,,,,9,320,457,5,340,502,1.7,1484,70,-19.3,21,1358,39.1,1.3,1025.4,1034.2,2243,1027.1,4,1031.6,9.6,8.5,,,,,,,,,,,-5,-18.8,,,,,,,,,,,,,,
201,강화,2015-12-28,-6.7,-11.6,532,-.9,1355,,,,,,,7.6,360,1302,4.2,230,1219,1.3,1163,340,-16,16,1501,51.3,1.8,1027.8,1035.1,1043,1033,1413,1034,9.6,8.5,,,,,,,,,,,-5.6,-18.6,,,,,,,,,,,,,,
201,강화,2015-12-29,-4,-10.6,527,2,1353,,,,,,,3.6,340,331,2.5,360,2333,1.2,1050,360,-12,32,1214,55.3,2.5,1027.5,1035.4,254,1032.1,2010,1033.6,9.6,6.5,,,,,,,,,,,-3.4,-17.4,,,,,,,,,,,,,,
201,강화,2015-12-30,.7,-4.2,155,5.1,1412,,,,,,3,6,140,1150,3.9,140,1158,1.6,1408,360,-4.3,52,1122,70.5,4.6,1022.7,1032.2,1,1026.3,1439,1028.7,9.6,1.5,,,,,,,,,,,-.7,-10.5,,,,,,,,,,,,,,
201,강화,2015-12-31,.2,-4.2,2349,3.9,1357,,,,,,,6.7,230,1242,3.8,230,1242,1.5,1306,290,-4.1,55,1436,73.6,4.5,1025.3,1034,2306,1027.3,22,1031.3,9.6,7.9,,,,,,,,,,,.6,-12.9,,,,,,,,,,,,,,
202,양평,2015-12-27,-3.3,-6,802,1.4,1345,,,,,,,6.5,290,354,4.3,290,402,2.4,2054,270,-16,17,1539,37.8,1.8,1023.9,1033.1,2245,1025.1,1,1030.2,9.6,8.8,,,,,,,,,,,-1.9,-8.1,,,,,,,,,,,,,,
202,양평,2015-12-28,-5.5,-9.4,723,-.3,1455,,,,,,,8.1,320,1316,4.2,270,1336,1.9,1680,290,-16.5,20,1645,45.4,1.7,1027.2,1034.8,2321,1032.3,1422,1033.5,9.6,8.8,,,,,,,,,,,-3.9,-13.6,,,,,,,,,,,,,,
202,양평,2015-12-29,-6.2,-12.1,734,1.4,1519,,,,,,,3.1,200,1601,2.3,180,1602,.6,488,160,-11.5,35,1443,67.9,2.6,1027.9,1036.2,940,1032.5,1527,1034.2,9.6,6.1,,,,,,,,,,,-3.6,-16.7,,,,,,,,,,,,,,
202,양평,2015-12-30,-1.7,-8.9,651,4.5,1431,,,,,,1.1,5.1,90,1451,3.2,140,1302,.9,820,110,-6.2,42,1342,74.8,4,1023.7,1033.3,1,1026.7,1705,1029.9,9.6,5.2,,,,,,,,,,,-1.1,-13.1,,,,,,,,,,,,,,
202,양평,2015-12-31,.9,-3.4,2359,5.1,1348,,,,,,,9.6,340,1443,3.4,290,1149,1.1,944,290,-1.6,58,1348,84.9,5.5,1024.9,1034.1,2312,1027.2,26,1031,9.6,3.9,,,,,,,,,,,.3,-9.7,,,,,,,,,,,,,,
203,이천,2015-12-27,-3.6,-7,2346,1,1355,,,,,,,6.7,290,248,4,290,247,2,1692,290,-18,16,1412,32.6,1.5,1020,1033.1,2244,1025.1,3,1030.1,9.6,8.8,,,,,,,,,,,-1.3,-8.8,,,,,,,,,,,,,,
203,이천,2015-12-28,-5.2,-9.6,502,0,1421,,,,,,,7.7,290,1540,3.7,320,1315,1.5,1298,290,-18.9,14,1358,36.6,1.4,1023.3,1034.8,2304,1032.4,1355,1033.5,9.6,8.9,,,,,,,,,,,-2.4,-10.5,,,,,,,,,,,,,,
203,이천,2015-12-29,-5.8,-12.2,712,1.7,1606,,,,,,,3.5,360,2351,1.7,70,1359,.5,403,70,-12.4,32,1426,61.6,2.4,1023.9,1036.1,1012,1032.5,1529,1034.1,9.6,8.4,,,,,,,,,,,-2.9,-12.7,,,,,,,,,,,,,,
203,이천,2015-12-30,-2.3,-9.6,604,5.5,1407,,,,,,1,3.7,230,1840,1.7,50,1416,.6,543,70,-7.3,38,1408,70.6,3.7,1019.8,1033.3,1,1026.8,1705,1029.9,9.6,6.9,,,,,,,,,,,-1.5,-10.2,,,,,,,,,,,,,,
203,이천,2015-12-31,1.1,-4.1,2348,5.3,1326,,,,,,,5.6,290,1052,3.3,320,1118,1.2,1055,320,-3,50,1443,75.5,5,,1034.2,2348,1027.1,114,,9.6,4.9,,,,,,,,,,,.9,-6.2,,,,,,,,,,,,,,
211,인제,2015-12-27,-4.8,-8.6,731,.8,1435,,,,,,,6,160,1525,4,180,1425,1.1,941,180,-12.4,23,1532,58.9,2.4,1003.6,1032.5,2353,1025,2,1029.3,9.5,7.3,,,,,,,,,,,-1.1,-11.8,,,,,,,,,,,,,,
211,인제,2015-12-28,-7.8,-12.6,804,-1.2,1520,,,,,,,7.4,180,1605,4.6,180,1257,1.3,1127,160,-16.9,24,1333,52.3,1.7,1006.6,1034.8,2351,1030.1,1447,1032.7,9.6,7.3,,,,,,,,,,,-3.1,-14,,,,,,,,,,,,,,
211,인제,2015-12-29,-6.8,-13.7,713,.6,1504,,,,,,,5.6,160,1416,3.5,180,1133,1.1,988,160,-14.8,26,1434,56.8,2,1008,1036.6,715,1031.3,1458,1034.1,9.5,7.2,,,,,,,,,,,-3.7,-15.3,,,,,,,,,,,,,,
211,인제,2015-12-30,-1.9,-7.9,655,4.4,1527,,,,,,.3,4.6,160,1425,2.7,160,1430,.7,598,160,-7.1,45,1316,68.6,3.7,1004.4,1033.8,1,1026.9,1618,1029.9,9.6,6.9,,,,,,,,,,,-1.2,-11.2,,,,,,,,,,,,,,
211,인제,2015-12-31,.5,-2.6,2306,3.4,1428,,,,,,,5.9,160,1557,3.5,180,1606,1.5,1253,180,-2.7,57,1701,80.3,5.1,1005.1,1033.9,2319,1027,133,1030.4,9.6,1.6,,,,,,,,,,,.2,-7,,,,,,,,,,,,,,
212,홍천,2015-12-27,-4.3,-8.9,2400,1.7,1416,,,,,,,4.9,270,1618,2.8,270,1625,.9,769,270,-14.6,13,1545,50,2.1,1011.5,1033.3,2347,1024.8,1,1029.7,9.6,7.7,,,,,,,,,,,-2.1,-14.3,,,,,,,,,,,,,,
212,홍천,2015-12-28,-7.3,-12.8,751,-.3,1428,,,,,,,8.1,290,1516,4.4,270,1307,1,854,70,-18,14,1415,50,1.5,1014.9,1035.1,2349,1031.1,1429,1033.4,9.6,7.7,,,,,,,,,,,-4,-17.1,,,,,,,,,,,,,,
212,홍천,2015-12-29,-6.9,-13.6,611,1.9,1451,,,,,,,2.6,360,1422,1.7,70,1333,.5,421,50,-14.7,27,1550,57.4,2,1016.1,1036.9,851,1032.1,1415,1034.5,9.6,6.8,,,,,,,,,,,-4.4,-17.4,,,,,,,,,,,,,,
212,홍천,2015-12-30,-2.7,-9.6,739,5.7,1420,,,,,,.5,3.5,360,2110,2.2,50,2102,.6,491,50,-7.9,36,1439,70.6,3.6,1012.1,1034.1,303,1026.9,1645,1030.2,9.6,7.3,,,,,,,,,,,-2.2,-13.2,,,,,,,,,,,,,,
212,홍천,2015-12-31,.5,-3.7,2351,4.5,1227,,,,,,,4.4,290,1541,2.6,250,1640,.7,572,250,-2.3,54,1454,82.8,5.2,1012.9,1034.3,2307,1027.2,107,1030.8,9.6,2,,,,,,,,,,,-.1,-10.6,,,,,,,,,,,,,,
216,태백,2015-12-27,-4.4,-8.1,2300,.6,1455,,,,,,,6,70,142,3.9,70,1610,1.2,1045,70,-11.1,30,1502,63.3,2.7,939.1,1030.8,2113,1023.2,4,1027.3,9.6,6.6,,,,,,,,,,,-4.1,-15,,,,,,,,,,,,,,
216,태백,2015-12-28,-6.5,-9.7,737,-3,1241,,,,,,,12.6,320,1334,4.8,340,1338,2,1734,290,-34.1,1,1140,12,.4,940.9,1032.2,2310,1027.6,1329,1029.9,9.6,6.9,,,,,,,,,,,-6.8,-14.7,,,,,,,,,,,,,,
216,태백,2015-12-29,-4.8,-9.8,447,2.5,1320,,,,,,,8.5,320,1345,3.8,340,1410,1.5,1294,230,-24.4,4,1147,22.9,.9,942.8,1033.8,814,1027.6,1318,1031.4,9.6,6.6,,,,,,,,,,,-7,-16.3,,,,,,,,,,,,,,
216,태백,2015-12-30,-3.6,-10,635,4.2,1344,,,,,,0,6.8,180,1410,4.3,180,1411,.9,803,180,-12.3,26,1432,54.6,2.5,941.4,1034.1,751,1025.2,1355,1029.5,9.6,6.9,,,,,,,,,,,-5.6,-15.1,,,,,,,,,,,,,,
216,태백,2015-12-31,-1.6,-6.6,2327,2.5,1405,,,,,,0,7.6,320,1308,3,340,1314,1.1,912,320,-6.3,49,1406,71.3,3.8,941.6,1033.4,2253,1025.1,436,1029.1,9.7,4.4,,,,,,,,,,,-3.1,-13.5,,,,,,,,,,,,,,
217,정선군,2015-12-27,-3,-7.3,2400,2.5,1440,,,,,,,4,140,1456,2.3,320,919,.9,765,180,-11.9,26,1456,53.4,2.5,989.6,1032.4,2346,1023.9,1,1028.6,9.6,5.4,,,,,,,,,,,-.5,-7.8,.6,.8,1.2,1.7,,,,,,,,,,
217,정선군,2015-12-28,-5.9,-9.3,421,-.8,1341,,,,,,,12.7,340,1411,7.4,360,1419,2.1,1851,140,-19.2,14,1402,37.8,1.4,992.5,1034.3,2337,1029.1,1409,1032.1,9.6,6.2,,,,,,,,,,,-2.8,-9.3,0,.4,.9,1.4,,,,,,,,,,
217,정선군,2015-12-29,-6.2,-11.8,803,1.3,1448,,,,,,,6.9,320,1245,4.5,340,1138,1.3,1111,180,-16.9,16,1427,46,1.7,994.4,1036.5,800,1030.7,1448,1034.1,9.6,6.2,,,,,,,,,,,-2.8,-11.3,-.6,-.2,.5,1,,,,,,,,,,
217,정선군,2015-12-30,-3.9,-10.3,759,5.1,1408,,,,,,0,5.4,360,1408,3.6,340,1156,.9,749,320,-11.4,27,1438,58.6,2.6,991.8,1035.2,808,1026.9,1550,1031,9.6,6.3,,,,,,,,,,,-1.9,-10.1,-.9,-.6,.2,.7,,,,,,,,,,
217,정선군,2015-12-31,-.3,-3.4,2357,4.5,1401,,,,,,,5.5,180,1609,3.2,180,1610,1.2,1041,320,-5,50,1605,71.5,4.3,991.6,1033.8,2306,1027.3,432,1030.2,9.6,3.9,,,,,,,,,,,-.4,-4.5,-.2,-.1,.2,.7,,,,,,,,,,
221,제천,2015-12-27,-4.5,-9,2347,.5,1307,,,,,,,6.8,250,1508,4.1,250,1504,1.6,1365,250,-13.5,24,1323,53,2.2,995.6,1033,2342,1024.4,1,1029.4,9.6,8.9,,,,,,,,,,,-1.2,-10.6,,,,,,,,,,,,,,
221,제천,2015-12-28,-7.5,-11.8,741,-.7,1353,,,,,,,8.5,230,1224,5.7,230,1231,1.8,1598,270,-17.9,15,1355,48.4,1.5,998.9,1035.3,2343,1030.7,1412,1033.2,9.6,8.9,,,,,,,,,,,-3.8,-13.1,,,,,,,,,,,,,,
221,제천,2015-12-29,-7.8,-14.4,734,.5,1444,,,,,,,5.1,250,1442,3.1,200,1624,.8,678,230,-14.4,28,1345,62.9,2,1000.2,1036.8,711,1031.9,1437,1034.5,9.6,8.5,,,,,,,,,,,-4.8,-15.4,,,,,,,,,,,,,,
221,제천,2015-12-30,-3.6,-11.8,559,5.7,1528,,,,,,1.5,4.6,110,1036,3.1,110,1013,.6,557,110,-9.1,30,1458,69.3,3.2,996.9,1034.6,5,1026.8,1614,1030.5,9.7,8.6,,,,,,,,,,,-1.6,-12.7,,,,,,,,,,,,,,
221,제천,2015-12-31,-1.1,-6.2,2324,3.8,1317,,,,,,.5,5.9,250,1322,3.6,270,1418,1.1,908,270,-3.7,56,1500,83.6,4.7,997.5,1034.7,2259,1027.3,126,1030.8,9.6,1,,,,,,,,,,,-.1,-8.2,,,,,,,,,,,,,,
226,보은,2015-12-27,-2.9,-8,2354,1.8,1424,,,,,,,6.2,290,1445,3.9,290,1438,1.8,1591,290,-13.7,18,1238,46.1,2.2,1007.6,1033.5,2253,1025,1,1030,9.7,7.9,,,,,,,,,,,.2,-13.5,,,,,,,,,,,,,,
226,보은,2015-12-28,-5.2,-10.5,526,.3,1417,,,,,,,10.4,290,1302,6,320,1450,1.7,1482,290,-13.6,27,1445,54.6,2.2,1011,1035.2,2353,1032.3,1412,1033.7,9.7,5.9,,,,,,,,,,,-1.7,-14.5,,,,,,,,,,,,,,
226,보은,2015-12-29,-4.6,-11.2,754,3.4,1417,,,,,,,7.4,340,1319,4.7,340,1326,.9,795,340,-11.2,32,1255,63,2.6,1011.5,1036.4,800,1031.8,1509,1034.1,9.7,7.6,,,,,,,,,,,-1.8,-14.8,,,,,,,,,,,,,,
226,보은,2015-12-30,-1.3,-9.5,705,7.6,1338,,,,,,1,4.8,180,1354,2.8,200,1403,.8,658,180,-6.6,27,1530,71.5,3.9,1007.9,1033.7,305,1027.2,1526,1030.2,9.7,7.3,,,,,,,,,,,-.5,-12.9,,,,,,,,,,,,,,
226,보은,2015-12-31,.3,-5,2345,4.9,1542,,,,,,.1,7.2,320,1424,4.3,320,1446,1.3,1085,320,-3.1,50,1544,79.4,4.9,1009.1,1035.1,2239,1027.6,128,1031.3,9.7,2.8,,,,,,,,,,,2.3,-10.5,,,,,,,,,,,,,,
232,천안,2015-12-27,-3.2,-5.9,2306,.8,5,,,,,,,7.2,270,1439,4.9,270,1500,2.6,2204,270,-10.7,39,1413,56.8,2.7,1027.2,1032.8,2351,1024.8,3,1030,9.7,8.5,,,,,,,,,,,-1.6,-7.5,,,,,,,,,,,,,,
232,천안,2015-12-28,-3.6,-7.7,408,1.1,1432,,,,,,,9.1,270,1314,6.3,270,1320,2.1,1793,290,-11.4,30,1456,56.1,2.6,1030.3,1034.2,1037,1031.9,1537,1033,9.7,6.1,,,,,,,,,,,-2.8,-8.3,,,,,,,,,,,,,,
232,천안,2015-12-29,-3.4,-9.2,647,3.1,1403,,,,,,,4.2,90,1229,3,90,1248,.8,725,160,-8.6,38,1059,68.9,3.2,1030.2,1034.8,757,1031.4,2102,1033,9.7,5.5,,,,,,,,,,,-3.3,-9.8,,,,,,,,,,,,,,
232,천안,2015-12-30,1.4,-4.6,532,6.9,1341,,,,,,.5,6.1,110,1354,4.2,90,1003,2.1,1804,90,-3.7,46,1448,70.5,4.8,1025.8,1031.9,20,1026,1714,1028.5,9.7,5.5,,,,,,,,,,,-.6,-6.7,,,,,,,,,,,,,,
232,천안,2015-12-31,1,-3.3,2337,5.7,1412,,,,,,0,6.9,270,1219,4.5,270,1222,1.8,1540,290,-1.4,60,1635,85,5.6,1027.8,1033.6,2304,1026.3,111,1030.5,9.7,2.9,,,,,,,,,,,1.2,-4.7,,,,,,,,,,,,,,
235,보령,2015-12-27,-2.1,-5.1,2332,1.6,10,,,,,,,7.3,20,316,4,360,225,2.1,1807,360,-8.3,43,1325,62.9,3.3,1028.5,1033.5,2350,1025.7,1,1030.5,9.7,8.6,,,,,,,,,,,.9,-8.9,,,,,,,,,,,,,,
235,보령,2015-12-28,-1.4,-5.5,18,2.3,1532,,,,,,,6.7,20,1216,3.8,360,1211,1.7,1446,50,-6.7,48,1511,67.1,3.7,1031.2,1034.2,1040,1032.1,605,1033.2,9.7,6.1,,,,,,,,,,,.9,-8.8,,,,,,,,,,,,,,
235,보령,2015-12-29,0,-5,703,4.7,1315,,,,,,,4.7,50,951,3.3,50,951,1.1,982,50,-4.3,56,1235,73.5,4.5,1031.1,1034.7,744,1031.5,2047,1033.1,9.7,7.6,,,,,,,,,,,.4,-8.6,,,,,,,,,,,,,,
235,보령,2015-12-30,3,-1.2,744,7.1,1506,,,,,,7,9.8,230,1745,6.4,200,1754,1.7,1440,50,-.6,52,1214,78.3,6,1026.7,1031.7,1,1026,1706,1028.7,9.7,6,,,,,,,,,,,3.1,-5.3,,,,,,,,,,,,,,
235,보령,2015-12-31,2.6,-.5,2308,6.6,1346,,,,,,,6.6,20,1339,3.5,360,1431,1.2,1066,20,-.2,58,1352,83.1,6.1,1029.2,1033.8,2147,1027,155,1031.1,9.7,7.3,,,,,,,,,,,2.9,-4.1,,,,,,,,,,,,,,
236,부여,2015-12-27,-1.7,-6.4,2350,2.4,1409,,,,,,,6.1,320,1622,4,320,1422,1.9,1643,320,-10.2,24,1334,54,2.9,1029,1033.8,2400,1025.5,1,1030.5,9.7,8.5,,,,,,,,,,,.7,-12,,,,,,,,,,,,,,
236,부여,2015-12-28,-3.2,-8,327,2.5,1534,,,,,,,8.1,320,1317,4.8,320,1312,1.3,1123,20,-8.4,34,1518,69.6,3.3,1032.2,1034.7,1047,1032.6,1558,1033.7,9.7,7,,,,,,,,,,,.1,-12.6,,,,,,,,,,,,,,
236,부여,2015-12-29,-1.8,-8.3,737,4.6,1544,,,,,,,3.5,140,1421,2.1,160,1425,.5,438,200,-5.9,46,1551,76.1,4,1032.2,1035.7,847,1032.1,1457,1033.6,9.7,7.9,,,,,,,,,,,.2,-12.8,,,,,,,,,,,,,,
236,부여,2015-12-30,.6,-5.2,721,6.3,1328,,,,,,6,6.3,230,1423,3.9,230,1432,.9,761,230,-2.3,49,1257,82.6,5.3,1028,1032.5,1,1026.8,1746,1029.5,9.7,6.4,,,,,,,,,,,1.5,-10.5,,,,,,,,,,,,,,
236,부여,2015-12-31,1.5,-3,2355,6.9,1515,,,,,,.1,6.3,320,1440,3.6,290,1447,1.1,935,340,-1,49,1414,85.9,5.7,1030,1034.4,2321,1027.4,113,1031.4,9.7,4.9,,,,,,,,,,,3.1,-9,,,,,,,,,,,,,,
238,금산,2015-12-27,-2.2,-7.2,2359,1.9,1428,,,,,,,6.2,340,1229,3.5,340,1242,1.2,1048,270,-10.7,21,1358,56.6,2.9,1007.9,1033.6,2348,1025,1,1029.7,9.7,8.9,,,,,,,,,,,.4,-9.2,,,,,,,,,,,,,,
238,금산,2015-12-28,-4.5,-10,541,.9,1437,,,,,,,7.2,290,1417,4.2,290,1454,1.1,911,270,-10.6,31,1607,65.3,2.7,1011.6,1034.7,2313,1032.3,1345,1033.6,9.7,6.6,,,,,,,,,,,-1.3,-9.6,,,,,,,,,,,,,,
238,금산,2015-12-29,-3.7,-9.6,730,4.2,1510,,,,,,,4.5,320,1406,2.5,270,1431,.7,562,250,-8.5,37,1458,71.8,3.2,1011.9,1036.4,820,1031.7,1536,1033.9,9.7,8.3,,,,,,,,,,,-1.3,-9.6,,,,,,,,,,,,,,
238,금산,2015-12-30,-1,-8.7,730,7.4,1405,,,,,,1.5,6.4,230,1528,3.9,230,1534,.6,555,270,-5.3,37,1400,75.5,4.2,1008.2,1033.4,1,1027.1,1459,1029.9,9.7,6.8,,,,,,,,,,,-.8,-8,,,,,,,,,,,,,,
238,금산,2015-12-31,-.3,-4.4,2345,4.8,1506,,,,,,.1,5.5,270,1457,3.2,270,1458,.8,659,290,-2,55,1554,89.1,5.3,1009.8,1034.9,2344,1027.7,44,1031.4,9.7,2.6,,,,,,,,,,,1.8,-6.1,,,,,,,,,,,,,,
243,부안,2015-12-27,-.6,-4.2,2356,3.3,1,,,,,,,7.7,320,1410,4.6,320,1502,2.2,1929,340,-7.3,41,1307,60.5,3.5,1029.1,1033.9,2315,1025.5,1,1030.6,9.8,8.5,,,,,,,,,,,1.4,-9.9,,,,,,,,,,,,,,
243,부안,2015-12-28,-1.1,-4.6,50,2.4,1431,,,,,,,6.5,340,1347,3.8,340,1446,1,898,110,-6.1,58,1432,68.6,3.9,1032.3,1034.9,2351,1032.8,559,1033.8,9.8,4,,,,,,,,,,,1.3,-10.2,,,,,,,,,,,,,,
243,부안,2015-12-29,-.4,-5,738,5.7,1452,,,,,,,4.3,90,1407,2.6,140,1410,.7,595,110,-5.2,48,1508,71.3,4.2,1032.1,1035.5,916,1032.1,1916,1033.6,9.8,6.1,,,,,,,,,,,.8,-9.9,,,,,,,,,,,,,,
243,부안,2015-12-30,2.5,-3.5,615,7.9,1504,,,,,,5,6.2,270,2226,4.2,180,1858,1.5,1309,180,-1.9,42,1415,73.9,5.4,1027.9,1032.5,1,1027.2,1732,1029.4,9.8,4.6,,,,,,,,,,,2.3,-9.2,,,,,,,,,,,,,,
243,부안,2015-12-31,2.8,-.4,2251,7,1424,,,,,,1.5,6.8,360,1258,3.6,340,1621,1.2,1074,340,-.6,53,1314,79.3,5.9,1030,1034.2,2219,1027.3,109,1031.5,9.8,5.9,,,,,,,,,,,3.1,-5.9,,,,,,,,,,,,,,
244,임실,2015-12-27,-1.7,-6,2227,2.8,1256,,,,,,,6.3,320,1423,3.5,320,1112,1.7,1484,320,-9.6,22,1108,58.1,3.1,998.5,1033.9,2345,1024.8,1,1029.9,9.8,7.6,,,,,,,,,,,-.1,-7.9,,,,,,,,,,,,,,
244,임실,2015-12-28,-3.9,-8.8,335,.2,1408,,,,,,,7,360,1452,3.3,360,1429,1.1,970,360,-8.8,52,1544,69.6,3.2,1001.9,1035.1,2356,1032.4,1520,1033.7,9.8,2.7,,,,,,,,,,,-1,-10,,,,,,,,,,,,,,
244,임실,2015-12-29,-3.7,-9.4,631,3.9,1313,,,,,,,7.4,320,1513,3.7,20,1404,.8,670,320,-8.7,32,1454,71.9,3.2,1002.2,1036.5,807,1031.7,1450,1034.1,9.8,7.9,,,,,,,,,,,-1.3,-11.7,,,,,,,,,,,,,,
244,임실,2015-12-30,-1.2,-8.8,724,6.6,1503,,,,,,3.5,3.6,160,1608,2.4,160,1617,.6,501,230,-5.8,38,1314,73.9,4.1,998.8,1033.8,1,1027.6,1502,1030.2,9.8,5.1,,,,,,,,,,,-1,-10.9,,,,,,,,,,,,,,
244,임실,2015-12-31,-.1,-4.8,2354,4.5,1356,,,,,,.5,6.6,320,1226,3,320,1226,.8,678,340,-2.3,56,1511,85.8,5.2,1000.4,1035.4,2333,1028.2,119,1031.7,9.8,4,,,,,,,,,,,-.1,-7.3,,,,,,,,,,,,,,
245,정읍,2015-12-27,-.7,-4.4,2355,4.5,1,,,,,,,8.6,320,450,4.2,270,1328,1.4,1213,320,-6.7,37,1221,65.9,3.8,1024.8,1033.8,2302,1025.3,1,1030.5,9.8,4.1,,,,,,,,,,,2,-9.2,,,,,,,,,,,,,,
245,정읍,2015-12-28,-1,-5.2,108,1.6,1521,,,,,,,6,360,1352,2.9,360,1405,1.1,950,360,-7.2,54,432,62.6,3.6,1027.9,1034.7,1014,1032.6,449,1033.7,9.8,2,,,,,,,,,,,1.3,-9.5,,,,,,,,,,,,,,
